"","X1","X2","X3","X4","X5"
"187",-5.024,1.2510627584932e-12,9.46811755139566e-07,8.2035942555411e-05,0.000622946133029465
"188",-5.008,1.40140208907622e-12,1.00543034262506e-06,8.54972183093301e-05,0.000643420267042414
"189",-4.992,1.55174141965925e-12,1.06404893011055e-06,8.89584940632493e-05,0.000663894401055362
"190",-4.976,1.70208075024228e-12,1.12266751759604e-06,9.24197698171684e-05,0.000684368535068311
"191",-4.96,1.85242008082531e-12,1.18128610508153e-06,9.58810455710876e-05,0.00070484266908126
"192",-4.944,2.10404558470783e-12,1.25861999865822e-06,0.000100061073481675,0.000728502983977769
"193",-4.928,2.35567108859035e-12,1.3359538922349e-06,0.000104241101392263,0.00075216329887428
"194",-4.912,2.60729659247286e-12,1.41328778581159e-06,0.000108421129302851,0.00077582361377079
"195",-4.896,2.85892209635538e-12,1.49062167938828e-06,0.000112601157213439,0.0007994839286673
"196",-4.88,3.1105476002379e-12,1.56795557296496e-06,0.000116781185124027,0.000823144243563811
"197",-4.864,3.53072594726163e-12,1.66976298022374e-06,0.000121819006358996,0.000850433126359522
"198",-4.848,3.95090429428536e-12,1.77157038748252e-06,0.000126856827593966,0.000877722009155234
"199",-4.832,4.37108264130909e-12,1.87337779474129e-06,0.000131894648828936,0.000905010891950946
"200",-4.816,4.79126098833282e-12,1.97518520200007e-06,0.000136932470063906,0.000932299774746658
"201",-4.8,5.21143933535656e-12,2.07699260925885e-06,0.000141970291298875,0.000959588657542371
"202",-4.784,5.91143515333523e-12,2.21073013645522e-06,0.000148029542700041,0.000991000619029301
"203",-4.768,6.6114309713139e-12,2.34446766365159e-06,0.000154088794101207,0.00102241258051623
"204",-4.752,7.31142678929258e-12,2.47820519084796e-06,0.000160148045502372,0.00105382454200316
"205",-4.736,8.01142260727125e-12,2.61194271804434e-06,0.000166207296903538,0.00108523650349009
"206",-4.72,8.71141842524993e-12,2.74568024524071e-06,0.000172266548304704,0.00111664846497703
"207",-4.704,9.8748081787324e-12,2.92097973808425e-06,0.000179539314386075,0.00115273473831169
"208",-4.688,1.10381979322147e-11,3.09627923092776e-06,0.000186812080467444,0.00118882101164635
"209",-4.672,1.2201587685697e-11,3.27157872377126e-06,0.000194084846548813,0.001224907284981
"210",-4.656,1.33649774391793e-11,3.44687821661475e-06,0.000201357612630182,0.00126099355831565
"211",-4.64,1.45283671926615e-11,3.62217770945823e-06,0.00020863037871155,0.0012970798316503
"212",-4.624,1.64572582379427e-11,3.85144924140678e-06,0.000217341542563927,0.0013384531251634
"213",-4.608,1.83861492832239e-11,4.08072077335532e-06,0.000226052706416304,0.00137982641867651
"214",-4.592,2.03150403285052e-11,4.30999230530387e-06,0.000234763870268681,0.00142119971218962
"215",-4.576,2.22439313737864e-11,4.53926383725242e-06,0.000243475034121058,0.00146257300570273
"216",-4.56,2.41728224190676e-11,4.76853536920097e-06,0.000252186197973435,0.00150394629921584
"217",-4.544,2.73630883122668e-11,5.06772733506241e-06,0.000262598334271388,0.00155128566293356
"218",-4.528,3.05533542054661e-11,5.36691930092386e-06,0.000273010470569341,0.0015986250266513
"219",-4.512,3.37436200986653e-11,5.66611126678531e-06,0.000283422606867293,0.00164596439036903
"220",-4.496,3.69338859918645e-11,5.96530323264675e-06,0.000293834743165246,0.00169330375408676
"221",-4.48,4.01241518850638e-11,6.26449519850821e-06,0.000304246879463199,0.00174064311780449
"222",-4.464,4.53875496235546e-11,6.65404933296688e-06,0.000316665731931366,0.00179469887355778
"223",-4.448,5.06509473620456e-11,7.04360346742557e-06,0.000329084584399533,0.00184875462931108
"224",-4.432,5.59143451005365e-11,7.43315760188425e-06,0.000341503436867699,0.00190281038506438
"225",-4.416,6.11777428390275e-11,7.82271173634294e-06,0.000353922289335866,0.00195686614081768
"226",-4.4,6.64411405775185e-11,8.21226587080163e-06,0.000366341141804033,0.00201092189657098
"227",-4.384,7.51029444808572e-11,8.71831317444348e-06,0.000381121725377369,0.00207252057107602
"228",-4.368,8.37647483841960e-11,9.22436047808535e-06,0.000395902308950704,0.00213411924558107
"229",-4.352,9.24265522875349e-11,9.73040778172722e-06,0.00041068289252404,0.00219571792008611
"230",-4.336,1.01088356190874e-10,1.02364550853691e-05,0.000425463476097376,0.00225731659459115
"231",-4.32,1.09750160094213e-10,1.0742502389011e-05,0.000440244059670712,0.00231891526909619
"232",-4.304,1.23968057133035e-10,1.13983555897305e-05,0.000457797423893921,0.00238896445807142
"233",-4.288,1.38185954171858e-10,1.205420879045e-05,0.000475350788117131,0.00245901364704666
"234",-4.272,1.52403851210681e-10,1.27100619911695e-05,0.00049290415234034,0.00252906283602189
"235",-4.256,1.66621748249503e-10,1.3365915191889e-05,0.00051045751656355,0.00259911202499712
"236",-4.24,1.80839645288326e-10,1.40217683926086e-05,0.000528010880786759,0.00266916121397236
"237",-4.224,2.04116725330039e-10,1.48697778839269e-05,0.000548811565430145,0.00274865429330461
"238",-4.208,2.27393805371751e-10,1.57177873752452e-05,0.000569612250073532,0.00282814737263687
"239",-4.192,2.50670885413464e-10,1.65657968665635e-05,0.000590412934716918,0.00290764045196912
"240",-4.176,2.73947965455177e-10,1.74138063578818e-05,0.000611213619360304,0.00298713353130138
"241",-4.16,2.9722504549689e-10,1.82618158492001e-05,0.000632014304003691,0.00306662661063364
"242",-4.144,3.3523245040877e-10,1.93556692119314e-05,0.000656608510089074,0.00315664719794121
"243",-4.128,3.7323985532065e-10,2.04495225746628e-05,0.000681202716174457,0.00324666778524878
"244",-4.112,4.1124726023253e-10,2.15433759373942e-05,0.00070579692225984,0.00333668837255635
"245",-4.096,4.4925466514441e-10,2.26372293001256e-05,0.000730391128345223,0.00342670895986392
"246",-4.08,4.87262070056291e-10,2.3731082662857e-05,0.000754985334430606,0.00351672954717149
"247",-4.064,5.491540172663e-10,2.51386430615111e-05,0.000783999823504457,0.00361845560399915
"248",-4.048,6.1104596447631e-10,2.65462034601653e-05,0.000813014312578308,0.00372018166082682
"249",-4.032,6.72937911686319e-10,2.79537638588194e-05,0.00084202880165216,0.00382190771765449
"250",-4.016,7.34829858896329e-10,2.93613242574736e-05,0.000871043290726011,0.00392363377448216
"251",-4,7.96721806106339e-10,3.07688846561278e-05,0.000900057779799863,0.00402535983130983
"252",-3.984,8.97230824622276e-10,3.25756807459431e-05,0.000934209500990531,0.0041400672828366
"253",-3.968,9.97739843138215e-10,3.43824768357585e-05,0.0009683612221812,0.00425477473436338
"254",-3.952,1.09824886165415e-09,3.61892729255739e-05,0.00100251294337187,0.00436948218589016
"255",-3.936,1.19875788017009e-09,3.79960690153893e-05,0.00103666466456254,0.00448418963741694
"256",-3.92,1.29926689868603e-09,3.98028651052047e-05,0.00107081638575321,0.00459889708894373
"257",-3.904,1.46203102365853e-09,4.21163646800299e-05,0.00111092281353019,0.00472796282474084
"258",-3.888,1.62479514863103e-09,4.44298642548552e-05,0.00115102924130717,0.00485702856053796
"259",-3.872,1.78755927360353e-09,4.67433638296805e-05,0.00119113566908416,0.00498609429633507
"260",-3.856,1.95032339857603e-09,4.90568634045058e-05,0.00123124209686114,0.00511516003213219
"261",-3.84,2.11308752354854e-09,5.13703629793311e-05,0.00127134852463813,0.00524422576792931
"262",-3.824,2.37591571167065e-09,5.43251844499401e-05,0.00131833866988723,0.00538912987427559
"263",-3.808,2.63874389979277e-09,5.72800059205491e-05,0.00136532881513633,0.00553403398062188
"264",-3.792,2.90157208791489e-09,6.02348273911581e-05,0.00141231896038542,0.00567893808696816
"265",-3.776,3.16440027603701e-09,6.31896488617671e-05,0.00145930910563452,0.00582384219331445
"266",-3.76,3.42722846415913e-09,6.61444703323762e-05,0.00150629925088362,0.00596874629966074
"267",-3.744,3.85040402385741e-09,6.99087101569871e-05,0.00156122528357974,0.00613107336155597
"268",-3.728,4.27357958355569e-09,7.36729499815981e-05,0.00161615131627585,0.0062934004234512
"269",-3.712,4.69675514325397e-09,7.74371898062092e-05,0.00167107734897196,0.00645572748534643
"270",-3.696,5.11993070295225e-09,8.12014296308202e-05,0.00172600338166808,0.00661805454724167
"271",-3.68,5.54310626265053e-09,8.49656694554313e-05,0.00178092941436419,0.00678038160913691
"272",-3.664,6.22243389081392e-09,8.97485496095664e-05,0.0018449788074635,0.00696182090885245
"273",-3.648,6.90176151897732e-09,9.45314297637016e-05,0.0019090282005628,0.007143260208568
"274",-3.632,7.58108914714071e-09,9.93143099178368e-05,0.00197307759366211,0.00732469950828355
"275",-3.616,8.26041677530411e-09,0.000104097190071972,0.00203712698676141,0.00750613880799909
"276",-3.6,8.93974440346751e-09,0.000108880070226107,0.00210117637986072,0.00768757810771465
"277",-3.584,1.00269747216895e-08,0.000114941137262262,0.00217568445081132,0.00788992253693451
